,geometry,LATITUDE,LONGITUDE,CURRENT_SIZE,FIRE_NUMBER,FIRE_YEAR,IGNITION_DATE,FIRE_OUT_DATE,FIRE_CAUSE,FIRE_CENTRE
1209,POINT (-120.20013487421593 57.429023274427436),57.429,-120.2001,6108.900000000001,G81530,2023,2023-07-10 00:48:07,2024-08-14 00:07:42,Lightning,Prince George Fire Centre
1210,POINT (-125.03296748459032 54.54472254531935),54.544700000000006,-125.033,6143.2,G51564,2023,2023-07-10 22:05:00,2025-01-21 20:10:12,Lightning,Prince George Fire Centre
1211,POINT (-122.622117249356 54.961388878018994),54.961400000000005,-122.6221,1100.0,G11532,2023,2023-07-11 02:45:16,2023-11-14 17:10:37,Lightning,Prince George Fire Centre
1212,POINT (-122.3861987246448 50.6806227562678),50.680600000000005,-122.3862,11284.0,K71535,2023,2023-07-11 05:00:00,2023-10-20 16:07:00,Lightning,Kamloops Fire Centre
1213,POINT (-125.58023390734384 52.772838430634955),52.772800000000004,-125.5802,3350.0,C51571,2023,2023-07-11 22:11:00,2024-01-17 22:14:50,Lightning,Cariboo Fire Centre
1214,POINT (-126.49863401950027 52.70220530996472),52.702200000000005,-126.49860000000001,3555.0,VA1638,2023,2023-07-12 07:00:00,2023-11-10 20:07:15,Lightning,Costal Fire Centre
1215,POINT (-119.82549837558008 51.00350607708253),51.0035,-119.8255,45613.0,K21633,2023,2023-07-12 23:50:19,2023-12-13 22:56:16,Lightning,Kamloops Fire Centre
1216,POINT (-119.69676535501266 51.011389092814795),51.0114,-119.69680000000001,10004.9,K21620,2023,2023-07-13 00:11:56,2023-08-20 02:44:54,Lightning,Kamloops Fire Centre
1217,POINT (-121.71513251420576 50.34742282137852),50.3474,-121.7151,4734.3,K71634,2023,2023-07-13 01:00:00,2023-10-20 16:06:12,Lightning,Kamloops Fire Centre
1218,POINT (-121.82584852040868 50.30467280682733),50.304700000000004,-121.8258,5021.6,K71705,2023,2023-07-13 01:00:46,2023-10-20 16:11:00,Lightning,Kamloops Fire Centre
1219,POINT (-122.9739328735916 50.85613869272073),50.856100000000005,-122.9739,9565.0,K71649,2023,2023-07-13 03:00:00,2023-10-20 16:11:58,Lightning,Kamloops Fire Centre
1220,POINT (-123.65563656508733 59.42030582121033),59.420300000000005,-123.6556,33426.0,G91739,2023,2023-07-14 23:00:00,2024-08-28 19:00:40,Lightning,Prince George Fire Centre
1221,POINT (-125.90573386593483 52.51205538180258),52.512100000000004,-125.90570000000001,3360.0,VA1735,2023,2023-07-15 22:00:00,2023-11-10 20:08:07,Lightning,Costal Fire Centre
1222,POINT (-123.28251943396305 59.310322874421296),59.310300000000005,-123.2825,170806.9,G90207,2024,2023-07-16 23:00:00,2025-04-01 06:59:59,Lightning,Prince George Fire Centre
1223,POINT (-118.43138214577948 51.096123246129864),51.0961,-118.43140000000001,1265.3,N42074,2023,2023-07-17 12:35:51,2023-10-19 16:26:08,Lightning,Southeast Fire Centre
1224,POINT (-115.71419720311397 49.610206466089764),49.6102,-115.7142,4644.1,N11805,2023,2023-07-17 20:00:53,2023-10-18 15:42:22,Person,Southeast Fire Centre
1225,POINT (-119.70079849197454 51.46232311428287),51.4623,-119.7008,1771.9,K22757,2023,2023-07-17 22:19:06,2023-10-20 18:28:45,Lightning,Kamloops Fire Centre
1226,POINT (-116.21418023711128 49.360172394443566),49.3602,-116.2142,1457.0,N71918,2023,2023-07-18 01:05:48,2023-10-10 15:43:46,Lightning,Southeast Fire Centre
1227,POINT (-115.4511471675329 49.67838950002662),49.6784,-115.45110000000001,2952.0,N12352,2023,2023-07-18 05:00:23,2023-10-25 16:17:33,Lightning,Southeast Fire Centre
1228,POINT (-120.00041887072587 59.463006350037745),59.463,-120.0004,35000.0,G91933,2023,2023-07-18 21:17:44,2024-08-28 19:00:41,Lightning,Prince George Fire Centre
1229,POINT (-123.4914833377455 52.061222674099284),52.0612,-123.4915,1306.0,C51974,2023,2023-07-21 00:14:27,2023-11-06 22:50:43,Lightning,Cariboo Fire Centre
1230,POINT (-123.48046638255975 52.20045568079647),52.200500000000005,-123.4805,1400.0,C51981,2023,2023-07-21 01:41:20,2023-11-06 22:50:04,Lightning,Cariboo Fire Centre
1231,POINT (-120.40089831623555 50.44843898130258),50.4484,-120.40090000000001,11382.0,K22024,2023,2023-07-21 01:49:49,2023-10-26 22:43:38,Lightning,Kamloops Fire Centre
1232,POINT (-127.07116738988513 53.49925525185817),53.499300000000005,-127.0712,1255.0,R23091,2023,2023-07-21 13:07:00,2023-12-12 18:21:45,Lightning,Northwest Fire Centre
1233,POINT (-114.92079706839938 49.712756560383625),49.7128,-114.9208,1295.0,N12046,2023,2023-07-22 00:20:00,2023-10-25 16:18:04,Lightning,Southeast Fire Centre
1234,POINT (-117.12131477671048 50.69308937620228),50.6931,-117.1213,1337.0,N72170,2023,2023-07-22 16:49:26,2023-09-27 16:26:04,Lightning,Southeast Fire Centre
1235,POINT (-120.06073190481624 49.17258895398636),49.1726,-120.06070000000001,46504.200000000004,K52125,2023,2023-07-22 21:00:02,2023-10-26 17:38:44,Lightning,Kamloops Fire Centre
1236,POINT (-115.63431436370215 50.273673519282504),50.273700000000005,-115.63430000000001,5419.6,N22240,2023,2023-07-23 17:31:04,2023-10-24 20:02:45,Lightning,Southeast Fire Centre
1237,POINT (-117.26684778326816 50.61767335477973),50.6177,-117.2668,1038.0,N52251,2023,2023-07-23 18:11:41,2023-09-27 16:25:50,Lightning,Southeast Fire Centre
1238,POINT (-116.24284755822617 50.53433946663033),50.5343,-116.2428,3918.5,N22243,2023,2023-07-23 20:09:00,2023-10-24 20:02:34,Lightning,Southeast Fire Centre
1239,POINT (-119.5056807628656 49.00105600708979),49.0011,-119.5057,7060.6,K52318,2023,2023-07-29 21:03:03,2023-10-26 17:40:59,Unknown,Kamloops Fire Centre
1240,POINT (-120.93715158918396 58.57863919932215),58.5786,-120.9371,275174.6,G92498,2023,2023-07-31 21:09:00,2024-08-28 19:00:08,Lightning,Prince George Fire Centre
1241,POINT (-125.70001597213079 49.76408832485983),49.7641,-125.7,2320.0,V82558,2023,2023-08-03 21:44:18,2023-11-10 20:10:33,Lightning,Costal Fire Centre
1242,POINT (-132.86385397734736 59.45782143243128),59.457800000000006,-132.8638,1171.95,R92525,2023,2023-08-05 21:08:46,2023-11-21 23:17:55,Lightning,Northwest Fire Centre
1243,POINT (-114.99496420285138 50.16170658298158),50.1617,-114.995,2512.0,N12546,2023,2023-08-06 16:15:00,2023-10-25 16:18:13,Lightning,Southeast Fire Centre
1244,POINT (-115.00821395641043 49.20667351584936),49.206700000000005,-115.0082,1909.0,N12589,2023,2023-08-07 03:40:40,2023-10-25 16:17:28,Lightning,Southeast Fire Centre
1245,POINT (-122.02438257173138 50.364722785893655),50.3647,-122.0244,1015.5,K72705,2023,2023-08-10 01:00:59,2023-10-20 16:09:16,Lightning,Kamloops Fire Centre
1246,POINT (-121.26621509634764 49.108855814085594),49.108900000000006,-121.26620000000001,1517.7,V12722,2023,2023-08-13 15:54:04,2023-12-06 23:29:13,Lightning,Costal Fire Centre
1247,POINT (-119.63284802738411 49.90812304306546),49.908100000000005,-119.6328,13970.4,K52767,2023,2023-08-15 16:54:49,2023-10-18 19:25:00,Unknown,Kamloops Fire Centre
1248,POINT (-119.70909787713072 49.30142300053453),49.3014,-119.7091,2043.8,K52813,2023,2023-08-18 12:57:00,2023-10-26 17:39:03,Person,Kamloops Fire Centre
1249,POINT (-128.05910319533592 59.226938166012154),59.2269,-128.0591,12806.0,G92947,2023,2023-08-20 18:22:23,2024-06-23 22:00:31,Lightning,Prince George Fire Centre
1250,POINT (-121.89015215536243 59.283806076233496),59.2838,-121.8901,71003.0,G92940,2023,2023-08-23 05:19:22,2024-08-28 19:00:18,Lightning,Prince George Fire Centre
1251,POINT (-125.64105078844368 55.05520547307824),55.0552,-125.641,1590.6000000000001,G52955,2023,2023-08-23 23:00:00,2024-08-28 21:10:27,Lightning,Prince George Fire Centre
1252,POINT (-125.08243343163545 51.581055459684805),51.5811,-125.0824,16842.0,C52978,2023,2023-08-27 20:20:52,2024-01-17 22:14:15,Lightning,Cariboo Fire Centre
1253,POINT (-123.55972134975003 52.062178666063446),52.062200000000004,-123.5597,1235.3,C53002,2023,2023-08-28 22:26:02,2024-01-17 22:14:01,Person,Cariboo Fire Centre
1254,POINT (-121.86271930959283 59.57180608447885),59.5718,-121.8627,3056.4,G93291,2023,2023-08-31 23:00:00,2024-08-28 19:00:37,Lightning,Prince George Fire Centre
1255,POINT (-121.74436856448253 58.220389077201354),58.220400000000005,-121.7444,43512.0,G83130,2023,2023-08-31 23:00:00,2024-08-30 19:08:53,Lightning,Prince George Fire Centre
1256,POINT (-125.57331588166576 49.50760533060362),49.507600000000004,-125.5733,1217.1000000000001,V83128,2023,2023-09-02 19:26:35,2023-11-10 20:12:53,Lightning,Costal Fire Centre
