FIRE_LABEL,FIRE_NUMBER,STATION_CODE,weather_station_distance_km,FIRE_SIZE_HECTARES,IGNITION_DATE,avg_tmp_igd,avg_tmp_7d,avg_hmd_igd,avg_hmd_7d,avg_wind_igd,avg_wind_7d,precp_igd,total_precp_7d,total_precp_30d,MUNICIPALITY,POPULATION,municipality_distance_km
2020-V30074,V30074,292,13.50707507237566,0.5,2020-04-16,8.745833333333334,8.431547619047619,56.91666666666666,52.386904761904766,3.170833333333333,3.6351190476190474,0.0,0.8,17.2,Pemberton,3251,15.054738910278797
2020-N60078,N60078,390,9.481779924568542,5.3,2020-04-16,3.4958333333333336,3.710714285714286,56.25,58.07142857142857,3.4458333333333333,5.188690476190476,0.0,7.4,15.599999999999998,Penticton,37460,33.2578340164402
2020-N10091,N10091,1075,8.80758528524256,7.4,2020-04-17,8.220833333333333,3.7172619047619047,43.958333333333336,47.07142857142856,6.770833333333333,5.776190476190477,0.0,0.799999999999999,16.000000000000004,Fernie,6267,49.210360376679375
2020-G80109,G80109,1045,6.407229495509017,1.1,2020-04-20,11.245454545454546,4.254736024844719,45.5,56.588768115942024,12.318181818181818,9.99914596273292,0.0,0.5999999999999982,6.4,Fort St John,22377,39.1067933261787
2020-R40105,R40105,428,34.02574563621606,0.8,2020-04-19,9.966666666666669,7.227380952380953,58.29166666666666,68.63095238095238,6.616666666666667,4.458333333333334,0.0,10.8,36.2,New Hazelton,607,0.0
2020-C50100,C50100,209,15.55839949421398,2.0,2020-04-19,11.541666666666666,6.632738095238095,44.958333333333336,53.583333333333336,7.183333333333334,7.234523809523809,0.0,5.6000000000000005,6.8,Williams Lake,11381,68.18847227281894
2020-G80116,G80116,132,39.06098171773326,115.1,2020-04-17,5.758333333333333,3.414285714285715,85.54166666666667,57.351190476190474,6.3875,8.608928571428573,2.0,3.5999999999999996,21.0,Hudson's Hope,1027,19.617863623886915
2020-R40115,R40115,431,4.972692246091459,2.5,2020-04-20,9.5,7.167261904761905,59.29166666666666,63.779761904761905,9.35,5.735119047619048,0.0,1.0,30.8,Hazelton,301,48.9275238957675
2020-G80127,G80127,136,25.009184173480037,14.8,2020-04-22,8.254166666666666,8.001785714285715,40.458333333333336,43.76190476190476,22.47083333333333,15.611309523809524,0.0,1.1999999999999995,4.6,Hudson's Hope,1027,39.6634732410948
2020-G80168,G80168,124,7.4582596880668515,25.4,2020-04-27,5.741666666666667,8.071428571428571,57.708333333333336,46.72023809523809,11.691666666666668,11.023809523809524,0.0,5.4,14.799999999999999,Hudson's Hope,1027,34.86865763172501
2020-K20182,K20182,322,20.52997193707926,1.5,2020-05-01,12.216666666666669,9.745238095238095,40.583333333333336,54.47619047619047,13.470833333333331,14.888095238095238,0.0,2.2,6.200000000000002,Kamloops,100630,0.0
2020-G10254,G10254,175,15.698421615785438,7.0,2020-05-11,9.220833333333331,9.25,37.75,49.470238095238095,9.029166666666669,10.317261904761905,0.0,6.799999999999997,12.200000000000001,Prince George,80196,12.414474282270971
2020-K20275,K20275,311,18.84675701839836,1.1,2020-05-15,10.4875,12.376785714285715,68.83333333333333,42.63095238095239,6.716666666666666,8.570833333333335,4.2,0.0,10.0,Ashcroft,1634,3.450679217365804
2020-G70303,G70303,132,36.368123082430266,1.2,2020-05-24,14.454166666666666,8.958928571428572,47.91666666666666,82.33928571428571,15.191666666666668,6.4071428571428575,0.0,21.0,26.8,Chetwynd,2512,11.81381671619491
2020-G70311,G70311,127,8.53883889074024,2.9,2020-05-27,10.920833333333334,8.936904761904762,38.79166666666666,70.42857142857143,10.325,9.757738095238096,0.0,20.2,26.0,Tumbler Ridge,2422,0.0
2020-K70415,K70415,1339,14.018248292976033,1.9,2020-06-27,14.382608695652175,19.58589544513458,80.26086956521739,66.54399585921325,5.943478260869565,7.002225672877848,0.0,5.800000000000014,49.800000000000004,Lytton,222,11.209017403009817
2020-K20531,K20531,322,5.251860376381825,3.1,2020-07-14,18.34583333333333,15.392857142857142,51.29166666666666,63.30357142857143,6.2875000000000005,9.725595238095238,0.0,6.599999999999998,72.60000000000001,Kamloops,100630,0.0
2020-V60595,V60595,45,34.84451867232704,2.0,2020-07-21,18.95,18.117857142857144,76.04166666666667,74.05952380952382,8.237499999999999,7.033928571428571,0.0,0.0,13.2,Langford,43509,0.0
2020-K50732,K50732,1332,9.373804276072397,18.2,2020-06-29,11.895833333333334,13.09345238095238,65.875,68.0,5.875,5.967857142857143,5.0,4.8,71.4,Penticton,37460,22.684204073749044
2020-C40806,C40806,236,29.46413610440738,1.2,2020-08-01,20.616666666666667,18.282142857142855,55.208333333333336,59.75595238095237,6.095833333333334,7.00952380952381,0.0,0.0,95.4,Clinton,687,4.738239689776042
2020-V60740,V60740,11,26.288298924444984,16.9,2020-07-31,16.658333333333335,18.982738095238094,71.95833333333333,57.333333333333336,1.9375,0.8785714285714287,0.0,0.0,43.0,Lantzville,3839,21.79567267180811
2020-K50848,K50848,1277,3.7769193302155313,3.0,2020-08-02,26.504166666666663,26.422619047619047,26.666666666666668,32.19642857142857,6.945833333333333,6.095833333333333,0.0,0.0,10.800000000000004,West Kelowna,35955,0.0
2020-V10874,V10874,67,22.706491269408904,15.4,2020-08-02,20.245833333333334,22.080357142857142,70.58333333333333,67.79761904761905,7.083333333333333,6.898809523809524,0.0,0.0,24.0,Kent,6589,3.683528146108861
2020-K40921,K40921,882,5.34687480529598,1.6,2020-08-04,17.641666666666666,21.12261904761905,64.125,50.35714285714285,5.654166666666666,6.117261904761905,0.0,1.2000000000000002,50.60000000000001,Sicamous,2708,5.937441367245447
2020-K50962,K50962,328,4.714953221160879,1.4,2020-08-06,18.991666666666667,25.61130952380952,57.583333333333336,37.154761904761905,5.6375,6.067261904761905,0.0,1.7999999999999983,8.4,Penticton,37460,1.9577624393412243
2020-V50747,V50747,1349,28.824670928471622,2.8,2020-07-31,16.720833333333335,15.019642857142856,55.41666666666666,55.410714285714285,5.270833333333333,2.922619047619048,4.0,1.000000000000007,41.2,Campbell River,35949,93.73692735044388
2020-N11005,N11005,426,6.377500759574673,2.9,2020-08-08,16.833333333333332,21.77202380952381,48.16666666666666,45.3154761904762,8.516666666666667,9.028571428571428,0.0,7.199999999999993,10.0,Kimberley,8090,0.5283482625737901
2020-R21068,R21068,180,9.043265906410891,5.9,2020-08-01,16.883333333333333,17.245238095238093,62.083333333333336,58.34523809523809,6.4750000000000005,5.658928571428571,1.6,0.0,17.4,Houston,3140,62.362064024385376
2020-K41122,K41122,480,24.9155765875724,1.1,2020-08-16,20.320833333333333,10.245082815734989,34.541666666666664,65.79399585921325,10.179166666666667,5.5675983436853,0.0,0.0,0.0,Coldstream,11302,8.774677830207725
2020-V61168,V61168,45,32.23360970441453,5.4,2020-08-17,19.941666666666663,16.80297619047619,72.0,73.83928571428571,7.383333333333333,6.047023809523809,0.0,0.8000000000000054,10.8,Sooke,14800,6.679882379722397
2020-V61180,V61180,45,29.826997558637,2.2,2020-08-17,19.941666666666663,16.80297619047619,72.0,73.83928571428571,7.383333333333333,6.047023809523809,0.0,0.8000000000000054,10.8,Sooke,14800,9.50872434865646
2020-V61194,V61194,59,12.658005335197815,0.7,2020-08-17,24.633333333333336,19.036309523809525,60.16666666666666,64.35119047619047,7.204166666666667,6.192857142857143,0.0,0.0,24.39999999999999,Ladysmith,9133,9.794656643802083
2020-K51304,K51304,283,16.038235312794836,6.6,2020-08-18,21.6125,15.3375,26.291666666666668,49.613095238095234,10.104166666666666,7.494642857142857,0.0,0.0,0.0,Summerland,12161,13.583849329803876
2020-K41325,K41325,363,25.895610383484406,6.8,2020-08-01,23.379166666666663,19.972619047619048,68.25,65.54166666666666,6.229166666666667,5.819047619047619,0.0,4.000000000000007,98.0,Revelstoke,8590,24.187956423707742
2020-K41295,K41295,363,27.402826896384838,3.6,2020-08-17,21.129166666666663,16.79345238095238,71.83333333333333,68.4047619047619,5.383333333333333,5.360714285714286,0.0,0.0,36.0,Revelstoke,8590,25.790906937990076
2020-V61167,V61167,934,7.757496643562487,6.1,2020-08-17,21.65,17.938095238095237,68.875,67.99404761904762,5.954166666666667,5.247619047619048,0.6,0.0,12.399999999999999,Lake Cowichan,3431,3.191309513122368
2020-V31176,V31176,301,15.617255406221965,34.2,2020-08-17,23.50833333333333,18.577976190476193,66.54166666666667,67.90476190476191,3.8125,3.811309523809524,0.0,0.0,8.2,Pemberton,3251,15.144710978904952
2020-K61363,K61363,1399,5.236747529519245,2.0,2020-08-22,18.1625,22.732738095238094,44.458333333333336,43.36904761904761,22.79583333333333,12.713690476190477,,,,Merritt,7522,1.4238158105434655
2020-K21208,K21208,1176,7.0893095990657065,39.5,2020-08-17,24.120833333333334,16.208333333333332,49.66666666666666,65.0952380952381,6.4750000000000005,5.608333333333333,0.2,1.2,41.2,Clearwater,2402,31.798314763291614
2020-K71220,K71220,1024,6.796491301884378,10.9,2020-08-17,21.15,13.164285714285715,38.16666666666666,60.529761904761905,14.083333333333334,10.43452380952381,0.0,0.0,6.6,Lytton,222,21.900963414599257
2020-N11451,N11451,789,13.081189596976175,3.1,2020-08-07,10.066666666666666,19.88809523809524,70.875,48.392857142857146,8.904166666666667,8.226785714285715,9.4,0.0,14.799999999999999,Cranbrook,21278,5.286350901708027
2020-N21450,N21450,417,15.275695147547658,1.3,2020-08-28,18.65,18.026190476190475,36.16666666666666,47.31547619047618,6.008333333333333,8.388690476190476,0.0,2.0000000000000036,18.2,Radium Hot Springs,1144,14.985353280203226
2020-K41637,K41637,298,10.725690222178452,26.9,2020-09-07,20.116666666666667,21.201785714285712,27.58333333333333,46.19642857142857,9.5625,5.608333333333334,0.0,0.0,4.3999999999999995,Vernon,44267,0.2983449736898506
2020-N51248,N51248,404,16.33403236492364,1.2,2020-08-18,24.58333333333333,20.41488095238095,41.375,40.839285714285715,6.15,5.6119047619047615,0.6,0.0,15.800000000000008,Nelson,11505,16.85607452112903
2020-K71750,K71750,1083,25.87355208067642,18.4,2020-09-12,20.013636363636365,20.49585383560539,55.54545454545455,44.676205264714575,3.2409090909090907,4.314532749858837,0.0,0.0,29.80000000000001,Pemberton,3251,65.09662529990193
2020-N41302,N41302,361,3.9329752830554288,7.3,2020-08-19,19.48333333333333,16.40595238095238,46.41666666666666,63.06547619047619,6.108333333333333,6.341666666666667,0.0,4.600000000000007,51.8,Revelstoke,8590,103.23066823031694
2020-K41841,K41841,1359,10.486366668131256,0.4,2020-10-04,13.933333333333332,13.339880952380952,56.458333333333336,66.29166666666667,5.595833333333334,4.752976190476191,0.0,0.8,15.799999999999999,Kamloops,100630,20.12955370020252
2020-V11633,V11633,72,26.4617175491862,1.9,2020-09-07,19.695833333333333,17.08154761904762,56.16666666666666,85.38690476190477,4.970833333333333,2.625595238095238,0.0,0.4000000000000071,46.199999999999996,Mission,42836,4.665801892163867
2020-V30067,V30067,1221,20.23818697118962,204.0,2020-04-15,4.833333333333333,2.7035714285714283,31.541666666666668,38.738095238095234,5.1625000000000005,2.4625,0.0,0.0,47.2,Squamish,22601,2.3597546411744714
2020-N11283,N11283,426,13.98044059822338,4.9,2020-08-18,23.829166666666666,20.352380952380948,42.875,38.535714285714285,9.041666666666666,8.949404761904761,0.0,0.5999999999999929,7.8,Cranbrook,21278,15.21638573081811
2020-K40276,K40276,480,7.98019684002949,2.1,2020-05-15,4.016666666666667,5.553571428571429,90.16666666666669,68.60714285714286,3.4875000000000003,4.045238095238096,0.0,0.0,0.0,Coldstream,11302,4.993920626728553
2021-C50023,C50023,209,17.522513118445396,6.4,2021-04-02,1.925,3.2815476190476183,54.458333333333336,56.13690476190476,3.9625,8.07202380952381,0.0,5.4,6.800000000000001,Williams Lake,11381,67.93561498395522
2021-C50024,C50024,209,19.19035640462741,3.0,2021-04-02,1.925,3.2815476190476183,54.458333333333336,56.13690476190476,3.9625,8.07202380952381,0.0,5.4,6.800000000000001,Williams Lake,11381,66.63640234147138
2021-K50191,K50191,334,9.38647065630088,0.6,2021-04-14,8.71304347826087,2.741045548654245,26.0,42.963768115942024,6.934782608695652,7.710817805383022,0.0,0.4000000000000018,4.200000000000002,Osoyoos,5527,2.857423545583228
2021-C50169,C50169,209,8.365939855809422,3.4,2021-04-11,1.4541666666666666,2.9684523809523804,39.958333333333336,49.613095238095234,5.9875,7.598809523809523,0.0,2.8000000000000007,9.0,Williams Lake,11381,82.0057150134196
2021-C50172,C50172,209,8.361297791331397,5.3,2021-04-11,1.4541666666666666,2.9684523809523804,39.958333333333336,49.613095238095234,5.9875,7.598809523809523,0.0,2.8000000000000007,9.0,Williams Lake,11381,81.90421555345841
2021-C50184,C50184,209,11.635448197268484,37.9,2021-04-13,4.254166666666666,2.8249999999999993,38.04166666666666,46.988095238095234,4.233333333333333,7.310119047619047,0.0,2.200000000000001,9.0,Williams Lake,11381,67.15622689938355
2021-C20224,C20224,225,28.50418978386564,2.7,2021-04-15,9.4625,2.8440476190476196,47.333333333333336,48.202380952380956,4.466666666666667,6.343452380952381,0.0,4.199999999999993,15.599999999999985,Williams Lake,11381,7.831499134433633
2021-C50327,C50327,209,4.605084115106048,3.3,2021-04-19,7.191666666666666,8.779166666666667,37.75,39.02380952380952,6.0875,5.852380952380953,0.0,0.0,9.0,Williams Lake,11381,70.31751614409215
2021-C50366,C50366,216,0.1262017886790868,38.4,2021-04-21,6.916666666666667,6.394642857142857,41.66666666666666,47.113095238095234,8.775,6.063690476190476,0.0,0.0,15.0,Williams Lake,11381,133.47341710058953
2021-G80389,G80389,1045,45.86636526956211,1.8,2021-04-23,1.325,4.739518633540371,40.75,52.94306418219462,8.549999999999999,9.446376811594202,0.0,2.3999999999999964,4.4,Taylor,1455,0.4266708109189508
2021-K50388,K50388,328,3.4027831903184893,1.5,2021-04-23,9.595833333333331,12.923809523809524,40.833333333333336,34.13690476190476,5.3,5.868452380952381,0.0,0.0,0.0,Penticton,37460,1.873294290685368
2021-K50390,K50390,328,16.35912598795965,2.5,2021-04-22,11.579166666666667,13.038690476190476,36.29166666666666,33.57142857142857,8.395833333333334,5.35297619047619,0.0,0.0,0.0,Penticton,37460,8.383842323013315
2021-C20385,C20385,832,13.10655033021885,48.7,2021-04-22,4.2375,11.031547619047618,35.833333333333336,29.089285714285715,17.283333333333335,9.689880952380951,0.0,0.0,7.9999999999999964,100 Mile House,1998,60.45336070631588
2021-R40422,R40422,428,18.632358314669105,1.1,2021-04-27,5.791666666666667,8.411309523809523,70.25,46.91666666666667,5.6000000000000005,7.482142857142857,0.6,0.0,0.2,New Hazelton,607,0.5998053304714376
2021-G80438,G80438,136,52.59287180147843,2.2,2021-04-24,0.1625000000000001,3.3720238095238093,39.29166666666666,51.017857142857146,8.762500000000001,12.525000000000002,0.0,1.2000000000000002,1.400000000000007,Fort St John,22377,20.713238171338965
2021-G80471,G80471,1045,19.98738761760454,17.0,2021-05-07,11.1875,8.592805383022773,57.25,55.93115942028986,14.433333333333332,12.955564182194617,0.6,0.5999999999999964,6.2,Fort St John,22377,23.28769873616537
2021-C50222,C50222,209,8.592367823576167,13.1,2021-04-15,10.958333333333334,3.4136904761904754,41.833333333333336,41.279761904761905,5.3,7.133928571428571,0.0,1.000000000000001,9.0,Williams Lake,11381,81.80191962851185
2021-N70508,N70508,379,14.37950967923962,6.4,2021-05-14,12.141666666666666,9.150595238095237,57.083333333333336,68.38690476190476,5.195833333333334,5.501785714285714,0.0,7.599999999999993,26.6,Kaslo,1059,41.54481625862776
2021-V10532,V10532,1040,13.584572433014094,17.7,2021-05-17,11.1125,13.453571428571427,78.25,67.82142857142857,6.479166666666667,4.921428571428572,0.8,0.9999999999999929,46.39999999999999,Kent,6589,26.165560749132183
2021-C50413,C50413,209,7.82993959015198,1.3,2021-04-24,6.391666666666667,8.344642857142857,28.916666666666668,37.3154761904762,8.333333333333334,7.632142857142857,0.0,0.0,8.6,Williams Lake,11381,68.9925913117699
2021-G70728,G70728,437,11.739683384522714,1.8,2021-06-06,9.920833333333333,15.189285714285715,46.958333333333336,45.738095238095234,13.266666666666666,15.528571428571427,0.0,0.0,68.39999999999999,Tumbler Ridge,2422,21.094835100539797
2021-K50901,K50901,328,24.190054519565077,46.9,2021-06-24,25.275,22.925000000000004,39.0,39.172619047619044,7.391666666666667,5.738690476190476,0.0,0.0,28.799999999999997,Penticton,37460,14.082440840605646
2021-K50974,K50974,1277,22.09394770857848,0.7,2021-06-28,34.02916666666667,27.175,25.20833333333333,32.523809523809526,4.683333333333334,6.402380952380952,0.0,0.0,13.600000000000003,Peachland,5710,0.9811812035416164
2021-G81007,G81007,120,32.99750457118497,3359.0,2021-06-28,27.53333333333333,19.860119047619047,53.333333333333336,53.62499999999999,3.525,4.470833333333333,0.0,7.7,106.0,Hudson's Hope,1027,104.73672005567046
2021-G91065,G91065,118,22.327495917524168,100.1,2021-06-29,27.454166666666666,21.69107142857143,55.208333333333336,52.339285714285715,12.616666666666667,13.789285714285715,1.4,26.4,192.39999999999998,Fort St John,22377,367.9664581456425
2021-N51165,N51165,407,23.70843473458321,20.8,2021-07-01,24.7875,24.863690476190477,42.458333333333336,41.88095238095237,7.054166666666667,7.564880952380952,0.0,0.0,45.99999999999999,Castlegar,8595,0.0592944675615424
2021-N71279,N71279,1092,18.10435706258795,5.9,2021-07-02,19.133333333333333,23.335008469791074,55.75,41.200710521362694,6.125,5.793722943722945,0.0,0.0,18.799999999999997,Nakusp,1709,55.1783235368944
2021-N21319,N21319,425,23.11527734289785,4.6,2021-07-03,21.1875,25.01904761904762,54.54166666666666,41.25595238095239,7.895833333333333,7.639880952380953,0.0,0.0,24.000000000000007,Canal Flats,768,10.962948881985614
2021-C11206,C11206,166,32.96980157852499,0.2,2021-07-01,20.954166666666666,23.84047619047619,44.16666666666666,50.36309523809524,8.566666666666666,5.376785714285715,1.0,0.0,35.400000000000006,Vanderhoof,4575,103.07609817480296
2021-C11060,C11060,211,0.6014181569336409,0.3,2021-06-30,24.7625,22.941666666666663,55.125,56.47023809523809,5.883333333333333,5.170238095238096,0.0,1.000000000000007,33.2,Quesnel,10388,71.16528481180772
2021-G91020,G91020,131,43.982527832546666,3470.2,2021-06-28,24.820833333333336,20.542261904761904,57.458333333333336,46.857142857142854,6.2,11.674404761904762,0.0,0.9999999999999929,68.79999999999998,Hudson's Hope,1027,181.9553797900777
2021-N41262,N41262,868,20.97957296523041,22.1,2021-07-01,26.34166666666667,25.051190476190474,44.29166666666666,42.89285714285713,9.3625,6.617261904761902,0.0,0.0,62.599999999999994,Clearwater,2402,90.38619212468522
2021-K51453,K51453,334,13.063447536154596,1.9,2021-07-05,22.572727272727278,27.676785714285717,39.40909090909091,32.76190476190476,6.395454545454545,7.788690476190475,0.0,0.0,26.4,Osoyoos,5527,4.723386628649026
2021-V11341,V11341,93,6.906257041549794,1.8,2021-07-03,16.104166666666668,18.232789855072465,71.91666666666667,70.47282608695653,6.5375000000000005,5.719254658385094,0.0,0.0,37.600000000000016,Daajing Giids,969,4.258141926103548
2021-N21360,N21360,425,29.42610073975492,25.1,2021-07-03,21.1875,25.01904761904762,54.54166666666666,41.25595238095239,7.895833333333333,7.639880952380953,0.0,0.0,24.000000000000007,Canal Flats,768,38.76172756221608
2021-K41277,K41277,388,12.852895472711609,27.9,2021-07-02,21.066666666666663,26.098214285714285,52.083333333333336,39.52380952380952,4.795833333333333,4.685714285714285,0.0,0.0,53.0,Lumby,2058,42.995892012173606
2021-N11286,N11286,789,9.373333978501728,27.0,2021-07-02,21.8625,24.07919254658385,47.41666666666666,43.39699792960663,8.895833333333334,8.126811594202898,0.0,1.9999999999999964,28.2,Cranbrook,21278,22.532836324823485
2021-C41139,C41139,244,18.126229466083178,7.2,2021-07-01,23.475,25.417261904761908,47.708333333333336,35.9345238095238,8.620833333333334,8.680357142857144,0.0,0.0,23.8,100 Mile House,1998,23.073365345987312
2021-C41308,C41308,218,5.071352761041051,34.2,2021-07-03,18.241666666666667,25.93035714285714,50.375,40.964285714285715,7.058333333333334,7.758333333333334,0.0,0.0,22.800000000000008,100 Mile House,1998,17.233507004772385
2021-R11557,R11557,181,25.765666355612968,181.9,2021-07-06,19.29583333333333,20.655952380952378,53.875,52.738095238095234,6.529166666666666,9.596428571428572,0.0,4.199999999999997,26.6,Burns Lake,1950,20.255428573073328
2021-C41145,C41145,244,19.174698171611524,26.3,2021-07-01,23.475,25.417261904761908,47.708333333333336,35.9345238095238,8.620833333333334,8.680357142857144,0.0,0.0,23.8,100 Mile House,1998,20.71072968537853
2021-C41310,C41310,244,17.26082881192157,55.9,2021-07-03,20.275,26.683333333333334,33.708333333333336,31.51785714285714,9.520833333333334,8.01547619047619,0.0,0.0,23.8,100 Mile House,1998,22.126246948621223
2021-C41149,C41149,218,15.016225329393482,19.5,2021-07-01,23.0625,24.5125,52.16666666666666,46.97023809523809,8.429166666666667,8.007142857142858,0.0,0.0,22.800000000000008,100 Mile House,1998,7.629191120602327
2021-K41727,K41727,480,15.379473670827894,34.8,2021-07-10,18.34583333333333,15.94047619047619,40.708333333333336,57.92261904761905,6.441666666666666,2.8791666666666678,0.0,0.0,0.0,Coldstream,11302,0.4579975508748904
2021-C41088,C41088,218,5.510796416084185,6.7,2021-07-01,23.0625,24.5125,52.16666666666666,46.97023809523809,8.429166666666667,8.007142857142858,0.0,0.0,22.800000000000008,100 Mile House,1998,7.656349348892235
2021-C41125,C41125,218,6.65519186921625,6.8,2021-06-30,29.1625,22.552380952380954,33.875,50.422619047619044,8.7125,7.718452380952381,0.0,0.0,22.800000000000008,100 Mile House,1998,10.46981442093326
2021-N51756,N51756,402,20.63278170949661,32.3,2021-07-09,24.625,24.536309523809525,43.833333333333336,46.06547619047619,5.108333333333333,5.17202380952381,0.0,0.8000000000000036,20.000000000000007,Castlegar,8595,8.785049162021533
2021-G91083,G91083,131,31.00580396345881,95.3,2021-06-29,26.45,21.21904761904762,53.75,49.19642857142856,10.05,10.489880952380954,0.8,0.9999999999999929,68.79999999999998,Hudson's Hope,1027,186.1477674447772
2021-G41728,G41728,166,6.194664741972273,309.4,2021-07-10,18.54583333333333,18.541071428571428,47.875,51.857142857142854,8.487499999999999,4.9488095238095235,0.0,0.0,17.000000000000007,Vanderhoof,4575,73.89998660978159
2021-G90986,G90986,118,14.225157152194171,10.3,2021-06-28,25.0375,21.067261904761903,57.66666666666666,50.74404761904761,10.125,14.028571428571428,6.0,20.400000000000002,186.39999999999998,Fort St John,22377,339.0282326559579
2021-G11920,G11920,175,30.148564126919236,11.1,2021-07-14,20.575,20.767857142857142,40.375,50.80357142857142,7.191666666666666,6.172023809523809,0.0,6.6,12.399999999999993,Prince George,80196,26.35843624398246
2021-N51939,N51939,402,20.980389946657542,1.4,2021-07-07,20.370833333333334,27.220238095238095,55.04166666666666,40.452380952380956,5.470833333333334,5.3761904761904775,0.0,0.0,21.400000000000006,Salmo,1189,10.953837668582256
2021-K21932,K21932,322,8.64784216191159,33.4,2021-07-15,24.0875,24.755952380952383,34.958333333333336,37.029761904761905,12.266666666666666,10.707142857142856,0.0,0.5999999999999982,12.0,Kamloops,100630,0.0856901799041191
2021-G51847,G51847,154,30.974389199556654,9.7,2021-07-12,17.341666666666665,18.16547619047619,51.583333333333336,51.07142857142857,6.870833333333334,8.098809523809525,0.0,1.3999999999999857,24.800000000000004,Fort St James,1603,57.47040313337047
2021-N51953,N51953,406,34.44908327735411,2.5,2021-07-02,21.79583333333333,27.58988095238095,54.833333333333336,33.55357142857143,9.933333333333334,9.739285714285714,0.0,0.0,53.60000000000001,New Denver,485,10.692975219265936
2021-N51992,N51992,383,20.72305597488491,4.5,2021-07-09,21.279166666666665,19.877976190476193,59.875,66.36309523809523,5.7,5.8934523809523816,12.0,3.4000000000000035,56.0,Nakusp,1709,12.630081952143344
2021-C31056,C31056,264,12.205644076883283,1833.9,2021-06-27,26.47083333333333,17.93809523809524,44.208333333333336,61.07142857142857,6.558333333333334,5.582738095238095,0.0,3.2000000000000126,69.8,100 Mile House,1998,69.18838147196423
2021-G11935,G11935,189,33.7998641985183,22.3,2021-07-15,17.95,19.3625,50.333333333333336,52.017857142857146,5.425,5.302976190476191,0.0,2.8,4.399999999999993,Prince George,80196,50.83490982208903
2021-R21558,R21558,179,12.59375042881334,72.1,2021-07-07,20.166666666666668,17.84428053830228,46.79166666666666,59.47567287784678,8.141666666666667,6.759601449275363,0.0,4.2,28.8,Houston,3140,35.55034643393132
2021-N62005,N62005,390,12.974236714516907,1.6,2021-07-03,22.725,26.389648033126292,54.583333333333336,49.7324016563147,4.0,3.9952639751552796,0.0,0.0,35.39999999999999,Penticton,37460,29.124511732633103
2021-N51734,N51734,383,19.224921482264094,77.1,2021-07-09,21.279166666666665,19.877976190476193,59.875,66.36309523809523,5.7,5.8934523809523816,12.0,3.4000000000000035,56.0,Nakusp,1709,2.672257821202022
2021-N61679,N61679,394,24.47212566213668,3.9,2021-07-09,23.516666666666666,23.63154761904762,51.583333333333336,47.529761904761905,5.6875,5.694642857142857,0.0,1.200000000000007,15.399999999999993,Greenwood,711,17.17662752415315
2021-G51748,G51748,167,36.23853381114307,309.1,2021-07-10,16.5625,18.944306418219462,65.91666666666667,52.075828157349896,7.445833333333333,6.437396480331263,0.0,0.0,14.2,Fort St James,1603,43.66394315293823
2021-K21899,K21899,322,10.891633990835766,4.5,2021-07-14,25.225,24.21904761904762,33.5,39.86904761904761,9.370833333333334,11.0,0.0,0.5999999999999982,13.2,Kamloops,100630,1.3184670225637891
2021-V11707,V11707,67,19.90207674527107,19.8,2021-07-09,21.854166666666668,20.92142857142857,75.66666666666667,71.97619047619048,5.858333333333333,7.257738095238095,2.6,0.0,24.200000000000003,Hope,6796,17.423112997354067
2021-G11951,G11951,190,34.42591062387244,4.4,2021-07-15,16.679166666666667,18.07559523809524,58.04166666666666,60.49404761904761,3.920833333333333,4.5946428571428575,0.0,7.6,20.0,Prince George,80196,58.17889436727311
2023-K62013,K62013,302,13.962468134168711,10.6,2023-07-21,19.816666666666663,17.888257575757574,49.25,51.7012987012987,10.970833333333331,10.17949134199134,0.0,0.0,18.19999999999999,Merritt,7522,20.30391303651435
2021-N42121,N42121,367,5.595463307177601,45.6,2021-07-22,11.833333333333334,18.36845238095238,56.91666666666666,52.13095238095237,7.3875,5.688690476190476,1.4,0.0,5.0,Golden,4071,41.42487436049803
2021-C41866,C41866,236,23.68698969587447,454.3,2021-07-13,20.854166666666668,18.854166666666668,43.125,54.09523809523809,5.529166666666666,6.616666666666667,0.0,10.0,18.200000000000003,Clinton,687,5.368485688507988
2021-K21224,K21224,322,16.681127082061515,55.7,2021-07-02,24.183333333333334,31.23095238095238,49.625,30.339285714285715,9.320833333333333,12.849404761904763,8.0,0.0,15.6,Kamloops,100630,0.0
2021-K51241,K51241,331,17.60092090531395,1.7,2021-07-02,17.525,25.210714285714282,56.333333333333336,36.74999999999999,12.020833333333334,7.889285714285713,0.0,0.0,25.400000000000002,Keremeos,1581,10.369128636441117
2021-N22147,N22147,417,23.458232963959144,103.7,2021-07-23,17.679166666666667,23.86488095238095,38.41666666666666,30.529761904761905,7.754166666666666,11.502976190476192,0.0,0.0,28.200000000000003,Invermere,3825,20.96678486640525
2021-K71039,K71039,1055,7.765460974174237,1.3,2021-06-29,36.7625,30.069047619047616,21.375,31.994047619047617,5.5625,7.942261904761905,0.0,0.0,0.0,Lytton,222,5.230623031684339
2021-N51677,N51677,387,13.844047122309822,38.3,2021-07-09,20.341666666666665,18.23392857142857,56.375,69.34523809523809,8.129166666666666,5.451190476190476,5.4,14.6,63.800000000000004,Nakusp,1709,37.886661315628494
2021-N51806,N51806,387,4.814739665124407,26.4,2021-07-07,17.0125,20.526785714285715,67.625,62.029761904761905,4.375,5.464285714285714,0.0,11.0,67.8,Nakusp,1709,33.21691720702944
